nohup: ignoring input
2025-04-22 12:24:51,666 - INFO - exp_llm - Namespace(config='config/config_llm.yaml', model_name='o3', dataset='wsc', token=0, prompt='cot', template='STR_PROMPT', is_extract='false')
2025-04-22 12:24:51,674 - INFO - F1_Evaluator - 初始化 F1_Evaluator
2025-04-22 12:24:51,674 - INFO - ChatLLM - 初始化Chat LLM | Name: exp_prompt
2025-04-22 12:24:51,674 - INFO - ChatLLM - {'model': 'o3-mini', 'temperature': 0.7, 'max_tokens': 12000}
2025-04-22 12:24:51,774 - INFO - ChatLLM - 初始化Chat LLM | Name: extract_llm
2025-04-22 12:24:51,774 - INFO - ChatLLM - {'model': 'gpt-3.5-turbo', 'temperature': 0.7, 'max_tokens': 4096}
2025-04-22 12:24:51,781 - INFO - exp_llm - 开始训练的token数量为：0
2025-04-22 12:24:54,617 - INFO - exp_llm - 1: A | A
2025-04-22 12:24:55,229 - INFO - exp_llm - 2: [A] | A
2025-04-22 12:24:55,427 - INFO - exp_llm - 3: [B] | B
2025-04-22 12:24:55,448 - INFO - exp_llm - 4: B | B
2025-04-22 12:24:55,525 - INFO - exp_llm - 5: [B] | B
2025-04-22 12:24:55,577 - INFO - exp_llm - 6: A | A
2025-04-22 12:24:55,759 - INFO - exp_llm - 7: B | B
2025-04-22 12:24:56,013 - INFO - exp_llm - 8: B | B
2025-04-22 12:24:56,474 - INFO - exp_llm - 9: B | B
2025-04-22 12:24:58,871 - INFO - exp_llm - 10: B | B
2025-04-22 12:24:59,099 - INFO - exp_llm - 11: B | B
2025-04-22 12:24:59,121 - INFO - exp_llm - 12: A | B
2025-04-22 12:24:59,770 - INFO - exp_llm - 13: A | A
2025-04-22 12:25:00,613 - INFO - exp_llm - 14: A | A
2025-04-22 12:25:01,634 - INFO - exp_llm - 15: B | B
2025-04-22 12:25:02,905 - INFO - exp_llm - 16: B | B
2025-04-22 12:25:03,053 - INFO - exp_llm - 17: A | A
2025-04-22 12:25:03,371 - INFO - exp_llm - 18: A | A
2025-04-22 12:25:03,394 - INFO - exp_llm - 19: A | A
2025-04-22 12:25:04,252 - INFO - exp_llm - 20: [B] | B
2025-04-22 12:25:05,728 - INFO - exp_llm - 21: B | B
2025-04-22 12:25:06,424 - INFO - exp_llm - 22: A | A
2025-04-22 12:25:07,348 - INFO - exp_llm - 23: B | B
2025-04-22 12:25:07,861 - INFO - exp_llm - 24: A | A
2025-04-22 12:25:08,126 - INFO - exp_llm - 25: A | A
2025-04-22 12:25:09,168 - INFO - exp_llm - 26: B | A
2025-04-22 12:25:09,917 - INFO - exp_llm - 27: A | A
2025-04-22 12:25:10,190 - INFO - exp_llm - 28: A | B
2025-04-22 12:25:10,832 - INFO - exp_llm - 29: B | B
2025-04-22 12:25:11,163 - INFO - exp_llm - 30: B | A
2025-04-22 12:25:11,284 - INFO - exp_llm - 31: A | A
2025-04-22 12:25:11,458 - INFO - exp_llm - 32: B | B
2025-04-22 12:25:11,713 - INFO - exp_llm - 33: A | A
2025-04-22 12:25:13,140 - INFO - exp_llm - 34: B | B
2025-04-22 12:25:14,593 - INFO - exp_llm - 35: B | B
2025-04-22 12:25:14,713 - INFO - exp_llm - 36: A | A
2025-04-22 12:25:15,013 - INFO - exp_llm - 37: B | B
2025-04-22 12:25:16,234 - INFO - exp_llm - 38: A | A
2025-04-22 12:25:17,083 - INFO - exp_llm - 39: A | B
2025-04-22 12:25:17,806 - INFO - exp_llm - 40: B | B
2025-04-22 12:25:17,881 - INFO - exp_llm - 41: B | B
2025-04-22 12:25:19,740 - INFO - exp_llm - 42: A | A
2025-04-22 12:25:20,979 - INFO - exp_llm - 43: B | B
2025-04-22 12:25:21,171 - INFO - exp_llm - 44: A | A
2025-04-22 12:25:21,603 - INFO - exp_llm - 45: [B] | A
2025-04-22 12:25:22,483 - INFO - exp_llm - 46: B | B
2025-04-22 12:25:22,505 - INFO - exp_llm - 47: A | A
2025-04-22 12:25:24,037 - INFO - exp_llm - 48: A | A
2025-04-22 12:25:24,482 - INFO - exp_llm - 49: B | B
2025-04-22 12:25:25,661 - INFO - exp_llm - 50: B | B
