nohup: ignoring input
2025-04-16 15:34:24,589 - INFO - exp_llm - Namespace(config='config/config_llm.yaml', model_name='ds', dataset='wsc', token=0, prompt='spo', template='GPQA_PROMPT')
2025-04-16 15:34:24,597 - INFO - F1_Evaluator - 初始化 F1_Evaluator
2025-04-16 15:34:24,597 - INFO - ChatLLM - 初始化Chat LLM | Name: exp_prompt
2025-04-16 15:34:24,597 - INFO - ChatLLM - {'model': 'deepseek-r1:7b', 'temperature': 0.7, 'max_tokens': 12000}
2025-04-16 15:34:24,712 - INFO - ChatLLM - 初始化Chat LLM | Name: extract_llm
2025-04-16 15:34:24,712 - INFO - ChatLLM - {'model': 'gpt-3.5-turbo', 'temperature': 0.7, 'max_tokens': 4096}
2025-04-16 15:34:24,738 - INFO - exp_llm - 开始训练的token数量为：0
2025-04-16 15:35:02,725 - INFO - exp_llm - 1: None | B
2025-04-16 15:35:04,673 - INFO - exp_llm - 2: A | A
2025-04-16 15:35:07,151 - INFO - exp_llm - 3: A | A
2025-04-16 15:35:17,373 - INFO - exp_llm - 4: B | B
2025-04-16 15:35:18,841 - INFO - exp_llm - 5: A | A
2025-04-16 15:35:19,169 - INFO - exp_llm - 6: A | A
2025-04-16 15:35:32,014 - INFO - exp_llm - 7: None | B
2025-04-16 15:35:37,933 - INFO - exp_llm - 8: A | A
2025-04-16 15:35:45,407 - INFO - exp_llm - 9: A | A
2025-04-16 15:35:45,457 - INFO - exp_llm - 10: B | B
2025-04-16 15:36:05,027 - INFO - exp_llm - 11: B | B
2025-04-16 15:36:05,991 - INFO - exp_llm - 12: B | B
2025-04-16 15:36:52,649 - INFO - exp_llm - 13: A | A
2025-04-16 15:37:07,121 - INFO - exp_llm - 14: A | A
2025-04-16 15:37:19,765 - INFO - exp_llm - 15: A | A
2025-04-16 15:37:23,208 - INFO - exp_llm - 16: B | B
2025-04-16 15:37:34,663 - INFO - exp_llm - 17: B | B
2025-04-16 15:37:40,675 - INFO - exp_llm - 18: None | A
2025-04-16 15:37:54,396 - INFO - exp_llm - 19: A | A
2025-04-16 15:38:03,339 - INFO - exp_llm - 20: B | B
2025-04-16 15:38:32,170 - INFO - exp_llm - 21: B | B
2025-04-16 15:38:55,270 - INFO - exp_llm - 22: A | A
2025-04-16 15:39:06,965 - INFO - exp_llm - 23: A | A
2025-04-16 15:39:21,636 - INFO - exp_llm - 24: B | B
2025-04-16 15:40:41,484 - INFO - exp_llm - 25: None | B
2025-04-16 15:40:57,371 - INFO - exp_llm - 26: B | B
2025-04-16 15:41:19,420 - INFO - exp_llm - 27: B | B
2025-04-16 15:41:42,549 - INFO - exp_llm - 28: A | A
2025-04-16 15:41:46,142 - INFO - exp_llm - 29: A | A
2025-04-16 15:41:51,766 - INFO - exp_llm - 30: A | A
2025-04-16 15:42:04,063 - INFO - exp_llm - 31: None | A
2025-04-16 15:42:09,538 - INFO - exp_llm - 32: None | B
2025-04-16 15:42:16,263 - INFO - exp_llm - 33: None | B
2025-04-16 15:42:24,382 - INFO - exp_llm - 34: B | B
2025-04-16 15:42:35,144 - INFO - exp_llm - 35: A | A
2025-04-16 15:42:49,065 - INFO - exp_llm - 36: B | B
2025-04-16 15:42:56,762 - INFO - exp_llm - 37: A | A
2025-04-16 15:43:11,050 - INFO - exp_llm - 38: A | A
2025-04-16 15:43:13,038 - INFO - exp_llm - 39: B | B
2025-04-16 15:43:30,715 - INFO - exp_llm - 40: B | B
2025-04-16 15:43:38,059 - INFO - exp_llm - 41: B | B
2025-04-16 15:43:39,307 - INFO - exp_llm - 42: A | A
2025-04-16 15:43:42,427 - INFO - exp_llm - 43: A | A
